PMID,Title,Authors,Journal,PublicationDate,Abstract,PublicationType,MeSHTerms,KeyWords,DataBankList,PublicationTypeList,DataBankName,Accession
33170934,A phase 3 randomized study of 5-azacitidine maintenance vs observation after transplant in high-risk AML and MDS patients.,"Oran Betül, de Lima Marcos, Garcia-Manero Guillermo, Thall Peter F, Lin Ruitao, Popat Uday, Alousi Amin M, Hosing Chitra, Giralt Sergio, Rondon Gabriela, Woodworth Glenda, Champlin Richard E",Blood advances,"{'Year': '2020', 'Month': 'Nov', 'Day': '10'}","This study investigated the efficacy and safety of azacitidine maintenance in the posttransplant setting based on the encouraging phase 1/2 reports for azacitidine maintenance in patients with acute myeloid leukemia/myelodysplastic syndrome (AML/MDS). Between 2009 and 2017, a total of 187 patients aged 18 to 75 years were entered into a randomized controlled study of posttransplant azacitidine if they were in complete remission. Patients randomized to the treatment arm (n = 93) were scheduled to receive azacitidine, given as 32 mg/m2 per day subcutaneously for 5 days every 28 days for 12 cycles. The control arm (n = 94) had no intervention. Eighty-seven of the 93 patients started azacitidine maintenance. The median number of cycles received was 4; a total of 29 patients relapsed on study, and 23 patients withdrew from the study due to toxicity, patient's preference, or logistical reasons. Median relapse-free survival (RFS) was 2.07 years in the azacitidine group vs 1.28 years in the control group (P = .43). There was also no significant difference for overall survival, with a median of 2.52 years vs 2.56 years in the azacitidine and control groups (P = .85), respectively. Multivariate Cox regression analysis revealed no improvement in RFS or overall survival with the use of azacitidine as maintenance compared with the control group (hazard ratios of 0.73 [95% confidence interval, 0.49-1.1; P = .14] and 0.84 [95% confidence interval, 0.55-1.29; P = .43]) [corrected]. This randomized trial with azacitidine maintenance showed that a prospective trial in the posttransplant setting was feasible and safe but challenging. Although RFS was comparable between the 2 arms, we believe the strategy of maintenance therapy merits further study with a goal to reduce the risk of relapse in patients with AML/MDS. This trial was registered at www.clinicaltrials.gov as #NCT00887068.","Clinical Trial, Phase III, Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","Adolescent, Adult, Aged, Azacitidine, Humans, Leukemia, Myeloid, Acute, Middle Aged, Myelodysplastic Syndromes, Prospective Studies, Remission Induction, Young Adult",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00887068']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase III', attributes={'UI': 'D017428'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00887068
33159220,A novel decision aid for acute myeloid leukemia: a feasibility and preliminary efficacy trial.,"Hildenbrand Jordan D, Davis Debra M, El-Jawahri Areej, Herring Kris W, Locke Susan C, Pollak Kathryn I, Samsa Gregory P, Steinhauser Karen E, Troy Jesse D, Ubel Peter A, Leblanc Thomas W",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,"{'Year': '2021', 'Month': 'Jul'}","Acute myeloid leukemia (AML) is a hematologic malignancy characterized by a poor prognosis but also a paradoxical possibility of cure. This renders decision-making complex and imminent. Unfortunately, many patients with AML misestimate their prognosis and treatment risk. While decision aids can improve illness understanding and reduce decisional conflict, there are no validated decision aids for AML. We developed and tested a novel AML decision aid (NCT03442452).",Journal Article,"Decision Making, Decision Support Techniques, Female, Health Knowledge, Attitudes, Practice, Humans, Knowledge, Leukemia, Myeloid, Acute, Male, Middle Aged","ListElement([StringElement('AML', attributes={'MajorTopicYN': 'N'}), StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('Decision aid', attributes={'MajorTopicYN': 'N'}), StringElement('Prognostic understanding', attributes={'MajorTopicYN': 'N'}), StringElement('Shared decision-making', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03442452']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT03442452
33125295,Comanagement Strategy Between Academic Institutions and Community Practices to Reduce Induction Mortality in Acute Promyelocytic Leukemia.,"Jillella Anand P, Arellano Martha L, Gaddh Manila, Langston Amy A, Heffner Leonard T, Winton Elliott F, McLemore Morgan L, Zhang Chao, Caprara Catherine R, Simon Kathryn S, Bolds Sheldon L, DeBragga Stephanie, Karkhanis Prachi, Krishnamurthy Shruthi H, Tongol Jose, El Geneidy Mohamed M, Pati Asim, Gerber Jonathan M, Grunwald Michael R, Cortes Jorge, Bashey Asad, Stuart Robert K, Kota Vamsi K",JCO oncology practice,"{'Year': '2021', 'Month': 'Apr'}","Acute promyelocytic leukemia (APL) is a curable leukemia with > 90% survival in clinical trials. Population-based studies from Sweden and US SEER data have shown long-term survival rates of 62% and 65.7%, with the lower rate being from a higher percentage of early deaths.","Clinical Trial, Journal Article, Multicenter Study, Research Support, Non-U.S. Gov't","Hemorrhage, Humans, Leukemia, Promyelocytic, Acute, Middle Aged, Prospective Studies, Sweden, Universities",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02309333']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial', attributes={'UI': 'D016430'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02309333
33122168,"Addition of aprepitant improves acute emesis control in children and adolescents receiving induction chemotherapy for acute myeloid leukaemia: a randomised, open-label trial.","Sharma Atul, Ganguly Shuvadeep, C Santosh Kumar, Pillai Ashwati S, Dhawan Deepa, Sreenivas Vishnubhatla, Bakhshi Sameer",BMJ supportive & palliative care,"{'Year': '2023', 'Month': 'Oct'}",More than 50% patients develop emesis during induction therapy for acute myeloid leukaemia (AML). The addition of aprepitant for emesis control in children receiving induction for AML have not been explored.,"Randomized Controlled Trial, Journal Article","Humans, Child, Adolescent, Aprepitant, Induction Chemotherapy, Nausea, Morpholines, Vomiting, Antiemetics, Leukemia, Myeloid, Acute, Acute Disease, Drug-Related Side Effects and Adverse Reactions, Antineoplastic Agents, Dexamethasone","ListElement([StringElement('leukaemia', attributes={'MajorTopicYN': 'N'}), StringElement('nausea and vomiting', attributes={'MajorTopicYN': 'N'}), StringElement('paediatrics', attributes={'MajorTopicYN': 'N'}), StringElement('supportive care', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02979548']}], attributes={'CompleteYN': 'Y'})","[StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT02979548
33119479,Mutant Isocitrate Dehydrogenase 1 Inhibitor Ivosidenib in Combination With Azacitidine for Newly Diagnosed Acute Myeloid Leukemia.,"DiNardo Courtney D, Stein Anthony S, Stein Eytan M, Fathi Amir T, Frankfurt Olga, Schuh Andre C, Döhner Hartmut, Martinelli Giovanni, Patel Prapti A, Raffoux Emmanuel, Tan Peter, Zeidan Amer M, de Botton Stéphane, Kantarjian Hagop M, Stone Richard M, Frattini Mark G, Lersch Frederik, Gong Jing, Gianolio Diego A, Zhang Vickie, Franovic Aleksandra, Fan Bin, Goldwasser Meredith, Daigle Scott, Choe Sung, Wu Bin, Winkler Thomas, Vyas Paresh",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2021', 'Month': 'Jan', 'Day': '01'}","Ivosidenib is an oral inhibitor of the mutant isocitrate dehydrogenase 1 (IDH1) enzyme, approved for treatment of <i>IDH1</i>-mutant (m<i>IDH1</i>) acute myeloid leukemia (AML). Preclinical work suggested that addition of azacitidine to ivosidenib enhances mIDH1 inhibition-related differentiation and apoptosis.","Clinical Trial, Phase I, Journal Article, Multicenter Study, Research Support, Non-U.S. Gov't","Aged, Aged, 80 and over, Apoptosis, Azacitidine, Drug Therapy, Combination, Enzyme Inhibitors, Female, Glycine, Humans, Isocitrate Dehydrogenase, Leukemia, Myeloid, Acute, Male, Middle Aged, Pyridines",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02677922']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02677922
33108244,"Effect of rhG-CSF Combined With Decitabine Prophylaxis on Relapse of Patients With High-Risk MRD-Negative AML After HSCT: An Open-Label, Multicenter, Randomized Controlled Trial.","Gao Lei, Zhang Yanqi, Wang Sanbin, Kong Peiyan, Su Yi, Hu Jiong, Jiang Ming, Bai Hai, Lang Tao, Wang Jishi, Liu Li, Yang Tonghua, Huang Xiaobing, Liu Fang, Lou Shifeng, Liu Yao, Zhang Cheng, Liu Hong, Gao Li, Liu Jia, Zhu Lidan, Wen Qin, Chen Ting, Wang Ping, Rao Jun, Mao Min, Wang Cunbang, Duan Xianlin, Luo Le, Peng Xiangui, Cassady Kaniel, Zhong Jiang F, Zhang Xi",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2020', 'Month': 'Dec', 'Day': '20'}",Relapse is a major cause of treatment failure after allogeneic hematopoietic stem-cell transplantation (allo-HSCT) for high-risk acute myeloid leukemia (HR-AML). The aim of this study was to explore the effect of recombinant human granulocyte colony-stimulating factor (rhG-CSF) combined with minimal-dose decitabine (Dec) on the prevention of HR-AML relapse after allo-HSCT.,"Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","Adolescent, Adult, Antimetabolites, Antineoplastic, Antineoplastic Combined Chemotherapy Protocols, Child, Child, Preschool, Decitabine, Female, Filgrastim, Hematopoietic Stem Cell Transplantation, Humans, Leukemia, Myeloid, Acute, Male, Middle Aged, Prognosis, Recurrence, Risk Factors, Transplantation Conditioning, Young Adult",[],"ListElement([{'DataBankName': 'ChiCTR', 'AccessionNumberList': ['ChiCTR-IIR-16008182']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ChiCTR,ChiCTR-IIR-16008182
33106665,Precision medicine treatment in acute myeloid leukemia using prospective genomic profiling: feasibility and preliminary efficacy of the Beat AML Master Trial.,"Burd Amy, Levine Ross L, Ruppert Amy S, Mims Alice S, Borate Uma, Stein Eytan M, Patel Prapti, Baer Maria R, Stock Wendy, Deininger Michael, Blum William, Schiller Gary, Olin Rebecca, Litzow Mark, Foran James, Lin Tara L, Ball Brian, Boyiadzis Michael, Traer Elie, Odenike Olatoyosi, Arellano Martha, Walker Alison, Duong Vu H, Kovacsovics Tibor, Collins Robert, Shoben Abigail B, Heerema Nyla A, Foster Matthew C, Vergilio Jo-Anne, Brennan Tim, Vietz Christine, Severson Eric, Miller Molly, Rosenberg Leonard, Marcus Sonja, Yocum Ashley, Chen Timothy, Stefanos Mona, Druker Brian, Byrd John C",Nature medicine,"{'Year': '2020', 'Month': 'Dec'}","Acute myeloid leukemia (AML) is the most common diagnosed leukemia. In older adults, AML confers an adverse outcome<sup>1,2</sup>. AML originates from a dominant mutation, then acquires collaborative transformative mutations leading to myeloid transformation and clinical/biological heterogeneity. Currently, AML treatment is initiated rapidly, precluding the ability to consider the mutational profile of a patient's leukemia for treatment decisions. Untreated patients with AML ≥ 60 years were prospectively enrolled on the ongoing Beat AML trial (ClinicalTrials.gov NCT03013998 ), which aims to provide cytogenetic and mutational data within 7 days (d) from sample receipt and before treatment selection, followed by treatment assignment to a sub-study based on the dominant clone. A total of 487 patients with suspected AML were enrolled; 395 were eligible. Median age was 72 years (range 60-92 years; 38% ≥75 years); 374 patients (94.7%) had genetic and cytogenetic analysis completed within 7 d and were centrally assigned to a Beat AML sub-study; 224 (56.7%) were enrolled on a Beat AML sub-study. The remaining 171 patients elected standard of care (SOC) (103), investigational therapy (28) or palliative care (40); 9 died before treatment assignment. Demographic, laboratory and molecular characteristics were not significantly different between patients on the Beat AML sub-studies and those receiving SOC (induction with cytarabine + daunorubicin (7 + 3 or equivalent) or hypomethylation agent). Thirty-day mortality was less frequent and overall survival was significantly longer for patients enrolled on the Beat AML sub-studies versus those who elected SOC. A precision medicine therapy strategy in AML is feasible within 7 d, allowing patients and physicians to rapidly incorporate genomic data into treatment decisions without increasing early death or adversely impacting overall survival.","Clinical Trial, Phase I, Clinical Trial, Phase II, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Aged, Aged, 80 and over, Antibodies, Monoclonal, Humanized, Antineoplastic Combined Chemotherapy Protocols, Biomarkers, Tumor, Cytarabine, Daunorubicin, Female, Genomics, Humans, Leukemia, Myeloid, Acute, Male, Middle Aged, Mutation, Precision Medicine, Survival Analysis, Treatment Outcome",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03013998']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT03013998
33080007,Morphologic remission status is limited compared to ΔN flow cytometry: a Children's Oncology Group AAML0531 report.,"Brodersen Lisa Eidenschink, Gerbing Robert B, Pardo M Laura, Alonzo Todd A, Paine Dana, Fritschle Wayne, Hsu Fan-Chi, Pollard Jessica A, Aplenc Richard, Kahwash Samir B, Hirsch Betsy, Ramondi Susana, Wells Denise, Kolb E Anders, Gamis Alan S, Meshinchi Soheil, Loken Michael R",Blood advances,"{'Year': '2020', 'Month': 'Oct', 'Day': '27'}","Risk stratification for acute myeloid leukemia (AML) uses molecular and cytogenetic abnormalities identified at diagnosis. Response to therapy informs risk, and morphology continues to be used more frequently than flow cytometry. Herein, the largest cohort of pediatric patients prospectively assessed for measurable residual disease (MRD) by flow cytometry (N = 784) is reported. The ""difference from normal"" (ΔN) technique was applied: 31% of all patients tested positive (AML range, 0.02% to 91%) after the first course of treatment on Children's Oncology Group study AAML0531. Detection of MRD following initial chemotherapy proved the strongest predicator of overall survival (OS) in univariable and multivariable analyses, and was predictive of relapse risk, disease-free survival, and treatment-related mortality. Clearance of MRD after a second round of chemotherapy did not improve survival. The morphologic definition of persistent disease (>15% AML) failed 27% of the time; those identified as MRD- had superior outcomes. Similarly, for patients not achieving morphologic remission (>5% blasts), 36% of patients were MRD- and had favorable outcomes compared with those who were MRD+ (P < .001); hence an increase in myeloid progenitor cells can be favorable when ΔN classifies them as phenotypically normal. Furthermore, ΔN reclassified 20% of patients in morphologic remission as having detectable MRD with comparable poor outcomes. Retrospective analysis using the relapse phenotype as a template demonstrated that 96% of MRD- patients had <0.02% of the relapse immunophenotype in their end of induction 1 marrow. Thus, the detection of abnormal myeloid progenitor cells by ΔN is both specific and sensitive, with a high predictive signal identifiable early in treatment. This trial was registered at www.clinicaltrials.gov as #NCT00372593.","Clinical Study, Journal Article, Research Support, N.I.H., Extramural","Child, Disease-Free Survival, Flow Cytometry, Humans, Leukemia, Myeloid, Acute, Neoplasm, Residual, Retrospective Studies",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00372593']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Study', attributes={'UI': 'D000068397'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",ClinicalTrials.gov,NCT00372593
33077867,Evolving treatment patterns and outcomes in older patients (≥60 years) with AML: changing everything to change nothing?,"Martínez-Cuadrón David, Serrano Josefina, Gil Cristina, Tormo Mar, Martínez-Sánchez Pilar, Pérez-Simón José A, García-Boyero Raimundo, Rodríguez-Medina Carlos, López-Pavía María, Benavente Celina, Bergua Juan, Lavilla-Rubira Esperanza, Amigo María L, Herrera Pilar, Alonso-Domínguez Juan M, Bernal Teresa, Colorado Mercedes, Sayas María J, Algarra Lorenzo, Vidriales María B, Rodríguez-Macías Gabriela, Vives Susana, Pérez-Encinas Manuel M, López Aurelio, Noriega Víctor, García-Fortes María, Ramos Fernando, Rodríguez-Gutiérrez Juan I, Costilla-Barriga Lisette, Labrador Jorge, Boluda Blanca, Rodríguez-Veiga Rebeca, Martínez-López Joaquín, Sanz Miguel A, Montesinos Pau",Leukemia,"{'Year': '2021', 'Month': 'Jun'}","There are no studies analyzing how therapeutic changes impact on outcomes of older AML patients. This study analyzes patient´s and disease characteristics, treatment patterns, and outcomes of 3637 AML patients aged ≥60 years reported to the PETHEMA registry. Study periods were 1999-2006 (before hypomethylating agents-HMAs availability) vs 2007-2013, and treatments were intensive chemotherapy (IC), non-intensive, clinical trial (CT), and supportive care only (SC). Median age was 72 (range, 60-99), 57% male, median ECOG 1 (range, 0-4), secondary AML 914 (30%), with adverse-risk genetic in 720 (32%). Treatment differed between study periods (1999-2006 vs 2007-2013): IC 58% vs 32%, non-intensive 1 vs 23%, CT 0 vs 2%, SC 27 vs 28% (p < 0.001). Median OS was 4.7 months (1-year OS 29% and 5-years 7%, without differences between periods), 1.2 for SC, 7.8 for non-intensive, 8.6 for IC, and 10.4 for CT (p < 0.001). OS improved in the 2007-2013 period for IC patients (10.3 vs 7.5 months, p = 0.004), but worsened for SC patients (1.2 vs 1.6 months, p = 0.03). Our real-life study shows that, despite evolving treatment for elderly patients during the last decade, OS has remained unchanged. Epidemiologic registries will critically assess whether novel therapies lead to noteworthy advances in the near future (#NCT02606825).","Journal Article, Research Support, Non-U.S. Gov't","Aged, Aged, 80 and over, Antineoplastic Combined Chemotherapy Protocols, Combined Modality Therapy, Female, Follow-Up Studies, Hematopoietic Stem Cell Transplantation, Humans, Leukemia, Myeloid, Acute, Male, Middle Aged, Prognosis, Retrospective Studies, Survival Rate",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02606825']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02606825
33052756,"First-in-Human Phase I Study of Iadademstat (ORY-1001): A First-in-Class Lysine-Specific Histone Demethylase 1A Inhibitor, in Relapsed or Refractory Acute Myeloid Leukemia.","Salamero Olga, Montesinos Pau, Willekens Christophe, Pérez-Simón José Antonio, Pigneux Arnaud, Récher Christian, Popat Rakesh, Carpio Cecilia, Molinero César, Mascaró Cristina, Vila Joaquim, Arévalo M Isabel, Maes Tamara, Buesa Carlos, Bosch Francesc, Somervaille Tim C P",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2020', 'Month': 'Dec', 'Day': '20'}","Iadademstat is a novel, highly potent, and selective inhibitor of LSD1 (KDM1A), with preclinical in vitro and in vivo antileukemic activity. This study aimed to determine safety and tolerability of iadademstat as monotherapy in patients with relapsed/refractory acute myeloid leukemia (R/R AML).","Clinical Trial, Phase I, Journal Article, Research Support, Non-U.S. Gov't","Adult, Aged, Aged, 80 and over, Enzyme Inhibitors, Female, Histone Demethylases, Humans, Leukemia, Myeloid, Acute, Male, Middle Aged, Recurrence",[],"ListElement([{'DataBankName': 'EudraCT', 'AccessionNumberList': ['2013-002447-29']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",EudraCT,2013-002447-29
33049054,Midostaurin in patients with acute myeloid leukemia and FLT3-TKD mutations: a subanalysis from the RATIFY trial.,"Voso Maria Teresa, Larson Richard A, Jones Dan, Marcucci Guido, Prior Thomas, Krauter Jürgen, Heuser Michael, Lavorgna Serena, Nomdedeu Josep, Geyer Susan M, Walker Alison, Wei Andrew H, Sierra Jorge, Sanz Miguel A, Brandwein Joseph M, de Witte Theo M, Jansen Joop H, Niederwieser Dietger, Appelbaum Frederick R, Medeiros Bruno C, Tallman Martin S, Schlenk Richard F, Ganser Arnold, Amadori Sergio, Cheng Yuan, Chen YinMiao, Pallaud Celine, Du Ling, Piciocchi Alfonso, Ehninger Gerhard, Byrd John, Thiede Christian, Döhner Konstanze, Stone Richard M, Döhner Hartmut, Bloomfield Clara D, Lo-Coco Francesco",Blood advances,"{'Year': '2020', 'Month': 'Oct', 'Day': '13'}","The results from the RATIFY trial (ClinicalTrials.gov: NCT00651261; CALGB 10603) showed that midostaurin combined with standard chemotherapy significantly improved outcomes in patients with FMS-like tyrosine kinase 3 (FLT3)-mutated acute myeloid leukemia (AML), compared with placebo. In this post hoc subgroup analysis from the trial, we evaluated the impact of midostaurin in 163 patients with FLT3-tyrosine kinase domain (TKD) mutations. At a median follow-up of 60.7 months (95% CI, 55.0-70.8), the 5-year event-free survival (EFS) rate was significantly higher in patients treated with midostaurin than in those treated with placebo (45.2% vs 30.1%; P = .044). A trend toward improved disease-free survival was also observed with midostaurin (67.3% vs 53.4%; P = .089), whereas overall survival (OS) was similar in the 2 groups. Patients with AML and NPM1mut/FLT3-TKDmut or core binding factor (CBF)-rearranged/FLT3-TKDmut genotypes had significantly prolonged OS with or without censoring at hematopoietic cell transplantation (HCT), compared with NPM1WT/CBF-negative AMLs. The multivariable model for OS and EFS adjusted for allogeneic HCT in first complete remission as a time-dependent covariable, revealed NPM1 mutations and CBF rearrangements as significant favorable factors. These data show that NPM1 mutations or CBF rearrangements identify favorable prognostic groups in patients with FLT3-TKD AMLs, independent of other factors, also in the context of midostaurin treatment.","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Humans, Leukemia, Myeloid, Acute, Mutation, Nucleophosmin, Staurosporine, fms-Like Tyrosine Kinase 3",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00651261']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00651261
33046866,CAR-T cells targeting a nucleophosmin neoepitope exhibit potent specific activity in mouse models of acute myeloid leukaemia.,"Xie Guozhu, Ivica Nikola A, Jia Bin, Li Yingzhong, Dong Han, Liang Yong, Brown Douglas, Romee Rizwan, Chen Jianzhu",Nature biomedical engineering,"{'Year': '2021', 'Month': 'May'}","Therapies employing chimeric antigen receptor T cells (CAR-T cells) targeting tumour-associated antigens (TAAs) can lead to on-target-off-tumour toxicity and to resistance, owing to TAA expression in normal tissues and to TAA expression loss in tumour cells. These drawbacks can be circumvented by CAR-T cells targeting tumour-specific driver gene mutations, such as the four-nucleotide duplication in the oncogene nucleophosmin (NPM1c), which creates a neoepitope presented by the human leukocyte antigen with the A2 serotype (HLA-A2) that has been observed in about 35% of patients with acute myeloid leukaemia (AML). Here, we report a human single-chain variable fragment (scFv), identified via yeast surface display, that specifically binds to the NPM1c epitope-HLA-A2 complex but not to HLA-A2 or to HLA-A2 loaded with control peptides. In vitro and in mice, CAR-T cells with the scFv exhibit potent cytotoxicity against NPM1c<sup>+</sup>HLA-A2<sup>+</sup> leukaemia cells and primary AML blasts, but not NPM1c<sup>-</sup>HLA-A2<sup>+</sup> leukaemia cells or HLA-A2<sup>-</sup> tumour cells. Therapies using NPM1c CAR-T cells for the treatment of NPM1c<sup>+</sup>HLA-A2<sup>+</sup> AML may limit on-target-off-tumour toxicity and tumour resistance.","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Animals, Antigens, Neoplasm, CD8-Positive T-Lymphocytes, Cell Line, Tumor, Disease Models, Animal, Epitopes, HLA-A2 Antigen, Humans, Immunotherapy, Adoptive, Leukemia, Myeloid, Acute, Mice, Nuclear Proteins, Nucleophosmin, PC-3 Cells, Proof of Concept Study, Receptors, Chimeric Antigen, Single-Chain Antibodies",[],"ListElement([{'DataBankName': 'figshare', 'AccessionNumberList': ['10.6084/m9.figshare.12922520']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",figshare,10.6084/m9.figshare.12922520
33035235,Two-step mixed model approach to analyzing differential alternative RNA splicing.,"Luo Li, Kang Huining, Li Xichen, Ness Scott A, Stidley Christine A",PloS one,{'Year': '2020'},"Changes in gene expression can correlate with poor disease outcomes in two ways: through changes in relative transcript levels or through alternative RNA splicing leading to changes in relative abundance of individual transcript isoforms. The objective of this research is to develop new statistical methods in detecting and analyzing both differentially expressed and spliced isoforms, which appropriately account for the dependence between isoforms and multiple testing corrections for the multi-dimensional structure of at both the gene- and isoform- level. We developed a linear mixed effects model-based approach for analyzing the complex alternative RNA splicing regulation patterns detected by whole-transcriptome RNA-sequencing technologies. This approach thoroughly characterizes and differentiates three types of genes related to alternative RNA splicing events with distinct differential expression/splicing patterns. We applied the concept of appropriately controlling for the gene-level overall false discovery rate (OFDR) in this multi-dimensional alternative RNA splicing analysis utilizing a two-step hierarchical hypothesis testing framework. In the initial screening test we identify genes that have differentially expressed or spliced isoforms; in the subsequent confirmatory testing stage we examine only the isoforms for genes that have passed the screening tests. Comparisons with other methods through application to a whole transcriptome RNA-Seq study of adenoid cystic carcinoma and extensive simulation studies have demonstrated the advantages and improved performances of our method. Our proposed method appropriately controls the gene-level OFDR, maintains statistical power, and is flexible to incorporate advanced experimental designs.","Journal Article, Research Support, N.I.H., Extramural","Algorithms, Alternative Splicing, Carcinoma, Adenoid Cystic, Child, Gene Expression Profiling, Gene Expression Regulation, Neoplastic, Gene Regulatory Networks, Humans, Leukemia, Myeloid, Acute, Linear Models, Models, Genetic, RNA, Messenger, Sequence Analysis, RNA, Exome Sequencing",[],"ListElement([{'DataBankName': 'Dryad', 'AccessionNumberList': ['10.5061/dryad.66t1g1k0h']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",Dryad,10.5061/dryad.66t1g1k0h
