PMID,Title,Authors,Journal,PublicationDate,Abstract,PublicationType,MeSHTerms,KeyWords,DataBankList,PublicationTypeList,DataBankName,Accession
39167766,Health-related quality of life with gilteritinib vs placebo posttransplant for FLT3-ITD+ acute myeloid leukemia.,"Hamilton Betty K, Pandya Bhavik J, Ivanescu Cristina, Elsouda Dina, Hamadani Mehdi, Chen Yi-Bin, Levis Mark J, Ueda Oshima Masumi, Litzow Mark R, Soiffer Robert J, Ustun Celalettin, Perl Alexander E, Singh Anurag K, Geller Nancy, Hasabou Nahla, Rosales Matt, Cella David, Corredoira Laura, Pestana Carolina, Horowitz Mary M, Logan Brent",Blood advances,"{'Year': '2024', 'Month': 'Oct', 'Day': '08'}","The Blood and Marrow Transplant (BMT) Clinical Trials Network conducted a phase 3 randomized trial comparing gilteritinib with placebo after allogeneic hematopoietic cell transplantation (HCT) for FLT3-ITD+ acute myeloid leukemia (AML). The primary analysis demonstrated no statistically significant difference in relapse-free survival (RFS); however, patients with FLT3-ITD measurable residual disease (MRD) peri-HCT had significantly longer RFS with gilteritinib. This analysis investigates the effect of post-HCT gilteritinib vs placebo on health-related quality of life (HRQOL). HRQOL was measured with Functional Assessment of Cancer Therapy-Bone Marrow Transplant (FACT-BMT), FACT-Leukemia (FACT-Leu), and EuroQOL-5 Dimensions (EQ-5D-5L) at post-HCT randomization; day 29; months 3, 6, 12, 18, 24; and/or end of therapy. HRQOL and clinically meaningful differences were summarized using descriptive statistics and compared using mixed model repeated measures to evaluate longitudinal change from baseline and stratified Cox model to evaluate time to improvement. HRQOL completion rate was acceptable (>70%) across all time points and measures. There were no differences in HRQOL scores at any time point between cohorts. Clinically meaningful and time to improvement in HRQOL were similar in both arms. Despite higher treatment-emergent adverse effects with gilteritinib, response to the question of being ""bothered by side effects of treatment"" did not differ between groups. Subgroup analysis of MRD-positive and negative patients demonstrated no differences in HRQOL between arms. For patients with FLT3-ITD+ AML undergoing HCT, gilteritinib maintenance was not associated with any difference in HRQOL or patient-reported impact of side effects. This trial was registered at www.ClinicalTrials.gov as #NCT02997202.","Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Research Support, Non-U.S. Gov't, Research Support, N.I.H., Extramural","Humans, Quality of Life, Leukemia, Myeloid, Acute, fms-Like Tyrosine Kinase 3, Middle Aged, Pyrazines, Female, Male, Aniline Compounds, Hematopoietic Stem Cell Transplantation, Adult, Aged",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02997202']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Clinical Trial, Phase III', attributes={'UI': 'D017428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",ClinicalTrials.gov,NCT02997202
39133921,Genetic risk stratification and outcomes among treatment-naive patients with AML treated with venetoclax and azacitidine.,"Döhner Hartmut, Pratz Keith W, DiNardo Courtney D, Wei Andrew H, Jonas Brian A, Pullarkat Vinod A, Thirman Michael J, Récher Christian, Schuh Andre C, Babu Sunil, Li Xiaotong, Ku Grace, Liu Zihuan, Sun Yan, Potluri Jalaja, Dail Monique, Chyla Brenda, Pollyea Daniel A",Blood,"{'Year': '2024', 'Month': 'Nov', 'Day': '21'}","The European LeukemiaNet (ELN) acute myeloid leukemia (AML) genetic risk classification systems are based on response to intensive chemotherapy; their ability to discriminate outcomes in older patients treated with venetoclax-azacitidine may be suboptimal. This pooled analysis of the phase 3 VIALE-A trial (NCT02993523) and phase 1b study (NCT02203773) examined prognostic stratification according to the 2017 and 2022 ELN risk classifications and derived new molecular signatures differentiating venetoclax-azacitidine-treated patients based on overall survival (OS). Overall, 279 patients treated with venetoclax-azacitidine and 113 patients treated with placebo-azacitidine were analyzed. The ELN 2017 or 2022 prognostic criteria classified most patients as adverse-risk AML (60.2% and 72.8% for venetoclax-azacitidine and 65.5% and 75.2% for placebo-azacitidine, respectively). Although outcomes with venetoclax-azacitidine improved across all ELN risk groups compared with placebo-azacitidine, ELN classification systems poorly discriminated venetoclax-azacitidine outcomes. By applying a bioinformatic algorithm, new molecular signatures were derived differentiating OS outcomes with venetoclax-azacitidine. The mutational status of TP53, FLT3 internal tandem duplication (FLT3-ITD), NRAS, and KRAS categorized patients into higher-, intermediate-, and lower-benefit groups (52%, 25%, and 23% of patients, respectively), each associated with a distinct median OS (26.5 months [95% confidence interval (CI), 20.2-32.7]; 12.1 months [95% CI, 7.3-15.2]; and 5.5 months [95% CI, 2.8-7.6], respectively). ELN prognostic classifiers did not provide clinically meaningful risk stratification of OS outcomes in patients treated with venetoclax-azacitidine. TP53, FLT3-ITD, NRAS, and KRAS mutation status allows the classification of these patients into 3 risk groups with distinct differences in median OS. These trials were registered at www.clinicaltrials.gov as #NCT02993523 and #NCT02203773.",Journal Article,"Adult, Aged, Aged, 80 and over, Female, Humans, Male, Middle Aged, Antineoplastic Combined Chemotherapy Protocols, Azacitidine, Bridged Bicyclo Compounds, Heterocyclic, Leukemia, Myeloid, Acute, Mutation, Prognosis, Risk Assessment, Sulfonamides, Treatment Outcome, Clinical Trials, Phase III as Topic, Clinical Trials, Phase I as Topic, Randomized Controlled Trials as Topic",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02203773', 'NCT02993523']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT02203773
39121437,Menin Inhibition With Revumenib for <i>KMT2A</i>-Rearranged Relapsed or Refractory Acute Leukemia (AUGMENT-101).,"Issa Ghayas C, Aldoss Ibrahim, Thirman Michael J, DiPersio John, Arellano Martha, Blachly James S, Mannis Gabriel N, Perl Alexander, Dickens David S, McMahon Christine M, Traer Elie, Zwaan C Michel, Grove Carolyn S, Stone Richard, Shami Paul J, Mantzaris Ioannis, Greenwood Matthew, Shukla Neerav, Cuglievan Branko, Kovacsovics Tibor, Gu Yu, Bagley Rebecca G, Madigan Kate, Chudnovsky Yakov, Nguyen Huy Van, McNeer Nicole, Stein Eytan M",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2025', 'Month': 'Jan'}","Revumenib, an oral, small molecule inhibitor of the menin-lysine methyltransferase 2A (KMT2A) interaction, showed promising efficacy and safety in a phase I study of heavily pretreated patients with <i>KMT2A</i>-rearranged (<i>KMT2Ar</i>) acute leukemia. Here, we evaluated the activity of revumenib in individuals with relapsed/refractory (R/R) <i>KMT2Ar</i> acute leukemia.","Journal Article, Clinical Trial, Phase I, Clinical Trial, Phase II, Multicenter Study","Humans, Histone-Lysine N-Methyltransferase, Middle Aged, Adult, Myeloid-Lymphoid Leukemia Protein, Male, Female, Aged, Leukemia, Myeloid, Acute, Young Adult, Nucleophosmin, Adolescent, Proto-Oncogene Proteins, Gene Rearrangement, Benzamides, Spiro Compounds",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04065399']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'})]",ClinicalTrials.gov,NCT04065399
38954834,Genetic deletion of JAM-C in preleukemic cells rewires leukemic stem cell gene expression program in AML.,"Grenier Julien M P, Testut Céline, Bal Matthieu, Bardin Florence, De Grandis Maria, Gelsi-Boyer Véronique, Vernerey Julien, Delahaye Marjorie, Granjeaud Samuel, Zemmour Christophe, Spinella Jean-François, Chavakis Triantafyllos, Mancini Stéphane J C, Boher Jean-Marie, Hébert Josée, Sauvageau Guy, Vey Norbert, Schwaller Jürg, Hospital Marie-Anne, Fauriat Cyril, Aurrand-Lions Michel",Blood advances,"{'Year': '2024', 'Month': 'Sep', 'Day': '10'}","The leukemic stem cell (LSC) score LSC-17 based on a stemness-related gene expression signature is an indicator of poor disease outcome in acute myeloid leukemia (AML). However, it is not known whether ""niche anchoring"" of LSC affects disease evolution. To address this issue, we conditionally inactivated the adhesion molecule JAM-C (Junctional Adhesion Molecule-C) expressed by hematopoietic stem cells (HSCs) and LSCs in an inducible mixed-lineage leukemia (iMLL)-AF9-driven AML mouse model. Deletion of Jam3 (encoding JAM-C) before induction of the leukemia-initiating iMLL-AF9 fusion resulted in a shift from long-term to short-term HSC expansion, without affecting disease initiation and progression. In vitro experiments showed that JAM-C controlled leukemic cell nesting irrespective of the bone marrow stromal cells used. RNA sequencing performed on leukemic HSCs isolated from diseased mice revealed that genes upregulated in Jam3-deficient animals belonged to activation protein-1 (AP-1) and tumor necrosis factor α (TNF-α)/NF-κB pathways. Human orthologs of dysregulated genes allowed to identify a score that was distinct from, and complementary to, the LSC-17 score. Substratification of patients with AML using LSC-17 and AP-1/TNF-α genes signature defined 4 groups with median survival ranging from <1 year to a median of ""not reached"" after 8 years. Finally, coculture experiments showed that AP-1 activation in leukemic cells was dependent on the nature of stromal cells. Altogether, our results identify the AP-1/TNF-α gene signature as a proxy of LSC anchoring in bone marrow niches, which improves the prognostic value of the LSC-17 score. This trial was registered at www.ClinicalTrials.gov as #NCT02320656.","Clinical Study, Journal Article, Research Support, Non-U.S. Gov't","Animals, Humans, Mice, Cell Adhesion Molecules, Disease Models, Animal, Gene Deletion, Gene Expression Regulation, Leukemic, Hematopoietic Stem Cells, Immunoglobulins, Leukemia, Myeloid, Acute, Neoplastic Stem Cells, Longitudinal Studies",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02320656']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Study', attributes={'UI': 'D000068397'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02320656
38946484,"First-in-human clinical trial results with ABBV-184, a first-in-class T-cell receptor/anti-CD3 bispecific protein, in adults with previously treated AML or NSCLC.","Peterlin Pierre, Saada-Bouzid Esma, Moskovitz Mor, Pigneux Arnaud, Yuda Junichiro, Sinnollareddy Mahipal, Henner William R, Chen Diana, Freise Kevin J, Leibman Rachel S, Avigdor Abraham, Shimizu Toshio",Expert review of anticancer therapy,"{'Year': '2024', 'Month': 'Sep'}","ABBV-184, a novel survivin peptide-targeting T-cell receptor (TCR)/anti-CD3 bispecific protein, demonstrated preclinical T-cell activation and cytotoxicity toward HLA-A2:01-positive tumor lines. This first-in-human trial evaluated ABBV-184 monotherapy in patients with acute myeloid leukemia (AML) and non-small cell lung cancer (NSCLC).","Journal Article, Clinical Trial, Phase I, Multicenter Study","Humans, Leukemia, Myeloid, Acute, Carcinoma, Non-Small-Cell Lung, Middle Aged, Male, Antibodies, Bispecific, Aged, Female, Lung Neoplasms, CD3 Complex, Adult, Dose-Response Relationship, Drug, Receptors, Antigen, T-Cell, HLA-A2 Antigen","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('CD3 bispecific', attributes={'MajorTopicYN': 'N'}), StringElement('immunotherapy', attributes={'MajorTopicYN': 'N'}), StringElement('non-small cell lung cancer', attributes={'MajorTopicYN': 'N'}), StringElement('survivin', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04272203']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'})]",ClinicalTrials.gov,NCT04272203
38905635,"Preclinical efficacy of the potent, selective menin-KMT2A inhibitor JNJ-75276617 (bleximenib) in KMT2A- and NPM1-altered leukemias.","Kwon Min Chul, Thuring Jan Willem, Querolle Olivier, Dai Xuedong, Verhulst Tinne, Pande Vineet, Marien Ann, Goffin Dries, Wenge Daniela V, Yue Hong, Cutler Jevon A, Jin Cyrus, Perner Florian, Hogeling Shanna M, Shaffer Paul L, Jacobs Frank, Vinken Petra, Cai Wei, Keersmaekers Vikki, Eyassu Filmon, Bhogal Balpreet, Verstraeten Karin, El Ashkar Sara, Perry Jennifer A, Jayaguru Prathiba, Barreyro Laura, Kuchnio Anna, Darville Nicolas, Krosky Daniel, Urbanietz Gregor, Verbist Bie, Edwards James P, Cowley Glenn S, Kirkpatrick Robert, Steele Ruth, Ferrante Lucille, Guttke Christina, Daskalakis Nikki, Pietsch E Christine, Wilson David M, Attar Ricardo, Elsayed Yusri, Fischer Eric S, Schuringa Jan Jacob, Armstrong Scott A, Packman Kathryn, Philippar Ulrike",Blood,"{'Year': '2024', 'Month': 'Sep', 'Day': '12'}","The interaction between menin and histone-lysine N-methyltransferase 2A (KMT2A) is a critical dependency for KMT2A- or nucleophosmin 1 (NPM1)-altered leukemias and an emerging opportunity for therapeutic development. JNJ-75276617 (bleximenib) is a novel, orally bioavailable, potent, and selective protein-protein interaction inhibitor of the binding between menin and KMT2A. In KMT2A-rearranged (KMT2A-r) and NPM1-mutant (NPM1c) acute myeloid leukemia (AML) cells, JNJ-75276617 inhibited the association of the menin-KMT2A complex with chromatin at target gene promoters, resulting in reduced expression of several menin-KMT2A target genes, including MEIS1 and FLT3. JNJ-75276617 displayed potent antiproliferative activity across several AML and acute lymphoblastic leukemia (ALL) cell lines and patient samples harboring KMT2A or NPM1 alterations in vitro. In xenograft models of AML and ALL, JNJ-75276617 reduced leukemic burden and provided a significant dose-dependent survival benefit accompanied by expression changes of menin-KMT2A target genes. JNJ-75276617 demonstrated synergistic effects with gilteritinib in vitro in AML cells harboring KMT2A-r. JNJ-75276617 further exhibited synergistic effects with venetoclax and azacitidine in AML cells bearing KMT2A-r in vitro, and significantly increased survival in mice. Interestingly, JNJ-75276617 showed potent antiproliferative activity in cell lines engineered with recently discovered mutations (MEN1M327I or MEN1T349M) that developed in patients refractory to the menin-KMT2A inhibitor revumenib. A cocrystal structure of menin in complex with JNJ-75276617 indicates a unique binding mode distinct from other menin-KMT2A inhibitors, including revumenib. JNJ-75276617 is being clinically investigated for acute leukemias harboring KMT2A or NPM1 alterations, as a monotherapy for relapsed/refractory acute leukemia (NCT04811560), or in combination with AML-directed therapies (NCT05453903).","Journal Article, Research Support, Non-U.S. Gov't, Research Support, N.I.H., Extramural","Nucleophosmin, Humans, Animals, Mice, Myeloid-Lymphoid Leukemia Protein, Histone-Lysine N-Methyltransferase, Nuclear Proteins, Leukemia, Myeloid, Acute, Xenograft Model Antitumor Assays, Proto-Oncogene Proteins, Cell Line, Tumor, Cell Proliferation, Mice, SCID, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Antineoplastic Agents",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT05453903', 'NCT04811560']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",ClinicalTrials.gov,NCT05453903
38896056,Evolving patterns and clinical outcome of genetic studies performed at diagnosis in acute myeloid leukemia patients: Real life data from the PETHEMA Registry.,"Labrador Jorge, Martínez-Cuadrón David, Boluda Blanca, Serrano Josefina, Gil Cristina, Pérez-Simón José A, Bernal Teresa, Bergua Juan M, Martínez-López Joaquín, Rodríguez-Medina Carlos, Vidriales María B, García-Boyero Raimundo, Algarra Lorenzo, Polo Marta, Sayas María J, Tormo Mar, Alonso-Domínguez Juan M, Herrera Pilar, Lavilla Esperanza, Ramos Fernando, Amigo María L, Vives-Polo Susana, Rodríguez-Macías Gabriela, Mena-Durán Armando, Pérez-Encinas Manuel M, Arce-Fernández Olga, Cuello Rebeca, Sánchez-García Joaquín, Gómez-Casares María T, Chillón María C, Calasanz María J, Ayala Rosa, Rodriguez-Veiga Rebeca, Barragán Eva, Montesinos Pau",Cancer,"{'Year': '2024', 'Month': 'Oct', 'Day': '15'}","There are no studies assessing the evolution and patterns of genetic studies performed at diagnosis in acute myeloid leukemia (AML) patients. Such studies could help to identify potential gaps in our present diagnostic practices, especially in the context of increasingly complex procedures and classifications.",Journal Article,"Humans, Leukemia, Myeloid, Acute, Nucleophosmin, Middle Aged, Male, Female, Aged, Registries, Adult, fms-Like Tyrosine Kinase 3, High-Throughput Nucleotide Sequencing, Aged, 80 and over, Genetic Testing, Young Adult, Adolescent, Mutation","ListElement([StringElement('NGS', attributes={'MajorTopicYN': 'N'}), StringElement('PETHEMA', attributes={'MajorTopicYN': 'N'}), StringElement('REALMOL', attributes={'MajorTopicYN': 'N'}), StringElement('acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('cytogenetic', attributes={'MajorTopicYN': 'N'}), StringElement('diagnostic', attributes={'MajorTopicYN': 'N'}), StringElement('genetic', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02607059']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT02607059
38871702,Multi-target measurable residual disease assessed by error-corrected sequencing in patients with acute myeloid leukemia: An ALFA study.,"Hirsch Pierre, Lambert Jérôme, Bucci Maxime, Deswarte Caroline, Boudry Augustin, Lambert Juliette, Fenwarth Laurene, Micol Jean-Baptiste, Terré Christine, Celli-Lebras Karine, Thomas Xavier, Dombret Hervé, Duployez Nicolas, Preudhomme Claude, Itzykson Raphael, Delhommeau Francois",Blood cancer journal,"{'Year': '2024', 'Month': 'Jun', 'Day': '13'}","The evaluation of measurable residual disease (MRD) in acute myeloid leukemia (AML) using comprehensive mutation analysis by next-generation sequencing (NGS) has been investigated in several studies. However controversial results exist regarding the detection of persisting mutations in DNMT3A, TET2, and ASXL1 (DTA). Benchmarking of NGS-MRD taking into account other molecular MRD strategies has to be done. Here, we performed error-corrected-NGS-MRD in 189 patients homogeneously treated in the ALFA-0702 study (NCT00932412). Persistence of non-DTA mutations (HR = 2.23 for RFS and 2.26 for OS), and DTA mutations (HR = 2.16 for OS) were associated with poorer prognosis in multivariate analysis. Persistence of at least two mutations in complete remission (CR) was associated with a higher cumulative incidence of relapse (CIR) (HR = 3.71, p < 0.0001), lower RFS (HR = 3.36, p < 0.0001) and OS (HR = 3.81, p = 0.00023) whereas persistence of only one mutation was not. In 100 analyzable patients, WT1-MRD, but not NGS-MRD, was an independent factor for RFS and OS. In the subset of 67 NPM1 mutated patients, both NPM1 mutation detection (p = 0.0059) and NGS-MRD (p = 0.035) status were associated with CIR. We conclude that detectable NGS-MRD including DTA mutations correlates with unfavorable prognosis in AML. Its integration with alternative MRD strategies in AML management warrants further investigations.","Journal Article, Research Support, Non-U.S. Gov't","Humans, Neoplasm, Residual, Leukemia, Myeloid, Acute, Female, Male, Middle Aged, Nucleophosmin, Adult, Aged, Mutation, High-Throughput Nucleotide Sequencing, Young Adult, Prognosis, DNA Methyltransferase 3A, Aged, 80 and over, DNA (Cytosine-5-)-Methyltransferases, Adolescent, Repressor Proteins, DNA Mutational Analysis",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00932412']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00932412
38871487,"The multi-kinase inhibitor CG-806 exerts anti-cancer activity against acute myeloid leukemia by co-targeting FLT3, BTK, and aurora kinases.","Yu Guopan, Zhang Weiguo, Basyal Mahesh, Nishida Yuki, Mizumo Hideaki, Ly Charlie, Zhang Hongying, Rice William G, Andreeff Michael",Leukemia & lymphoma,"{'Year': '2024', 'Month': 'Nov'}","Despite the development of several Fms-like tyrosine kinase 3 (<i>FLT3</i>) inhibitors that have improved outcomes in patients with <i>FLT3</i>-mutant acute myeloid leukemia (AML), drug resistance is frequently observed, which may be associated with the activation of additional pro-survival pathways, such as those regulated by BTK, aurora kinases (AuroK), and potentially others, in addition to acquired tyrosine kinase domain (TKD) mutations of <i>FLT3</i> gene. <i>FLT3</i> may not always be a driver mutation. We evaluated the anti-leukemia efficacy of the novel multi-kinase inhibitor CG-806, which targets FLT3 and other kinases, to circumvent drug resistance and target <i>FLT3</i> wild-type (WT) cells. The anti-leukemia activity of CG-806 was investigated by measuring apoptosis induction and analyzing the cell cycle using flow cytometry <i>in vitro</i>. CG-806 demonstrated superior anti-leukemia efficacy compared to commercially available FLT3 inhibitors, both <i>in vitro</i> and <i>in vivo</i>, regardless of <i>FLT3</i> mutational status. The mechanism of action of CG-806 may involve its broad inhibitory profile against FLT3, BTK, and AuroK. In <i>FLT3</i> mutant cells, CG-806 induced G1 phase blockage, whereas in <i>FLT3</i> WT cells, it resulted in G2/M phase arrest. Targeting FLT3 and Bcl-2 and/or Mcl-1 simultaneously results in a synergistic pro-apoptotic effect in <i>FLT3</i> mutant leukemia cells. The results of this study suggest that CG-806 is a promising multi-kinase inhibitor with anti-leukemic efficacy regardless of <i>FLT3</i> mutational status. A phase 1 clinical trial of CG-806 for the treatment of AML has been initiated (NCT04477291).",Journal Article,"Animals, Humans, Mice, Agammaglobulinaemia Tyrosine Kinase, Antineoplastic Agents, Apoptosis, Aurora Kinases, Cell Cycle, Cell Line, Tumor, Cell Proliferation, Disease Models, Animal, fms-Like Tyrosine Kinase 3, Leukemia, Myeloid, Acute, Mutation, Protein-Tyrosine Kinases, Xenograft Model Antitumor Assays, Tyrosine Kinase Inhibitors","ListElement([StringElement('CG-806', attributes={'MajorTopicYN': 'N'}), StringElement('FLT3', attributes={'MajorTopicYN': 'N'}), StringElement('Multi-kinase inhibitor', attributes={'MajorTopicYN': 'N'}), StringElement('acute myeloid leukemia', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT04477291']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT04477291
38841781,A phase ib clinical trial of oral ciprofloxacin and etoposide in subjects with resistant acute myeloid leukemia.,"Gera Kriti, Cline Christina, Al-Mansour Zeina, Medvec Andrew, Lee Ji-Hyun, Galochkina Zhanna, Hsu Jack, Hiemenz John, Farhadfar Nosha, Dean Erin A, Wingard John R, Brown Randy",Leukemia & lymphoma,"{'Year': '2024', 'Month': 'Oct'}","A phase 1b study was conducted to evaluate the safety and feasibility of ciprofloxacin and etoposide combination treatment in subjects with relapsed and refractory acute myeloid leukemia. Eleven subjects were enrolled in the study. Utilizing the standard '3 + 3' design, escalating ciprofloxacin doses (750 mg, 1000 mg) twice daily on D1-D10 in combination with a fixed dose (200 mg) of etoposide on D2-D8 were administered. Maximum tolerated dose was determined to be 1000 mg of ciprofloxacin in combination with 200 mg of etoposide. Serious adverse events occurred in 54.5% (<i>n</i> = 6) subjects and 91% (<i>n</i> = 10) subjects reported ≥ grade 3 toxicities. Nine subjects completed treatment, one had a dose-limiting toxicity, and one withdrew. One subject achieved complete remission with a duration of 111 days and one subject achieved morphologic leukemia-free state after cycle 1. While the combination demonstrated safety and an acceptable toxicity profile, only modest hematologic and clinical benefits were observed.This trial was registered at www.clinicaltrials.gov as #NCT02773732.","Journal Article, Clinical Trial, Phase I","Humans, Etoposide, Leukemia, Myeloid, Acute, Ciprofloxacin, Male, Middle Aged, Female, Antineoplastic Combined Chemotherapy Protocols, Adult, Aged, Maximum Tolerated Dose, Drug Resistance, Neoplasm, Administration, Oral, Treatment Outcome","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('adverse events', attributes={'MajorTopicYN': 'N'}), StringElement('ciprofloxacin', attributes={'MajorTopicYN': 'N'}), StringElement('clinical trial', attributes={'MajorTopicYN': 'N'}), StringElement('etoposide', attributes={'MajorTopicYN': 'N'}), StringElement('maximum tolerated dose', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02773732']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'})]",ClinicalTrials.gov,NCT02773732
38717861,Decitabine in older patients with AML: quality of life results of the EORTC-GIMEMA-GMDS-SG randomized phase 3 trial.,"Efficace Fabio, Kicinski Michal, Coens Corneel, Suciu Stefan, van der Velden Walter J F M, Noppeney Richard, Chantepie Sylvain, Griskevicius Laimonas, Neubauer Andreas, Audisio Ernesta, Luppi Mario, Fuhrmann Stephan, Foà Robin, Crysandt Martina, Gaidano Gianluca, Vrhovac Radovan, Venditti Adriano, Posthuma Eduardus F M, Candoni Anna, Baron Frédéric, Legrand Olivier, Mengarelli Andrea, Fazi Paola, Vignetti Marco, Giraut Anne, Wijermans Pierre W, Huls Gerwin, Lübbert Michael",Blood,"{'Year': '2024', 'Month': 'Aug', 'Day': '01'}","We hypothesized that fit older patients with acute myeloid leukemia (AML) treated with decitabine (DEC) would report better health-related quality of life (HRQoL) outcomes than those receiving intensive chemotherapy (IC). We conducted a phase 3 randomized trial to compare DEC (10-day schedule) with IC (3+7) in older fit patients with AML. HRQoL was a secondary end point, and it was assessed with the European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) in conjunction with its elderly module (EORTC QLQ-ELD14). The following scales were a priori selected for defining the primary end point: physical and role functioning, fatigue, pain, and burden of illness. HRQoL was assessed at baseline, at regeneration from cycle 2, and at 6 and 12 months after randomization, and also before allogeneic hematopoietic stem cell transplantation (allo-HSCT) and 100 days after transplantation. Overall, 606 patients underwent randomization. At 2 months, the risk of HRQoL deterioration was lower in the DEC arm than in the 3+7 arm; 76% (95% confidence interval [CI], 69-82) vs 88% (95% CI, 82-93); odds ratio, 0.43 (95% CI, 0.24-0.76; P = .003). No statistically significant HRQoL differences were observed between treatment arms at the long-term evaluation combining assessments at 6 and 12 months. HRQoL deteriorations between baseline and after allo-HSCT were observed in both arms. However, these deteriorations were not clinically meaningful in patients randomized to DEC, whereas this was the case for those in the 3+7 arm, in 4 of 5 primary HRQoL scales. Our HRQoL findings suggest that lower-intensity treatment with DEC may be preferable to current standard IC (3+7) in fit older patients with AML. This trial was registered at www.clinicaltrials.gov as #NCT02172872.","Journal Article, Clinical Trial, Phase III, Randomized Controlled Trial, Multicenter Study, Research Support, Non-U.S. Gov't","Humans, Quality of Life, Leukemia, Myeloid, Acute, Aged, Male, Female, Decitabine, Middle Aged, Antimetabolites, Antineoplastic, Aged, 80 and over, Hematopoietic Stem Cell Transplantation, Azacitidine, Surveys and Questionnaires, Antineoplastic Combined Chemotherapy Protocols",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02172872']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Clinical Trial, Phase III', attributes={'UI': 'D017428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02172872
